pixel#,intensity1,depth1,reflection1,absorption1,intensity2,depth2,reflection2,absorption2,D,iii,rrr,aaa
95,0.018090986,61.95368383,6.51295E-05,0.854122675,0.289194766,38.47534081,0.00016885,0.124945481,1.6924,0.307285752,0.00023398,0.979068156
96,0.017211333,62.33857469,6.43277E-05,0.839121522,0.301574291,38.09044994,0.000172279,0.104647844,1.6924,0.318785624,0.000236607,0.943769366
97,0.016165707,62.72346556,6.35407E-05,0.850225439,0.312286255,37.70555907,0.000175814,0.134593498,1.6924,0.328451962,0.000239355,0.984818937
98,0.016099318,63.10835643,6.27681E-05,0.731951443,0.3248071,37.3206682,0.000179458,0.134652862,1.6924,0.340906418,0.000242226,0.866604305
99,0.014771539,63.4932473,6.20095E-05,0.788596143,0.340210848,36.93577733,0.000183217,0.084745221,1.6924,0.354982387,0.000245227,0.873341364
100,0.013709316,63.87813817,6.12645E-05,0.814615057,0.349735734,36.55088646,0.000187095,0.084745221,1.6924,0.36344505,0.00024836,0.899360277
101,0.013593135,64.26302904,6.05329E-05,0.707516897,0.363895876,36.16599559,0.000191098,0.084745221,1.6924,0.377489012,0.000251631,0.792262118
102,0.012564107,64.64791991,5.98143E-05,0.73565422,0.376755886,35.78110473,0.000195231,0.084745221,1.6924,0.389319993,0.000255045,0.820399441
103,0.011784037,65.03281078,5.91084E-05,0.731391483,0.391255193,35.39621386,0.000199499,0.084745221,1.6924,0.40303923,0.000258607,0.816136703
104,0.011385703,65.41770165,5.8415E-05,0.671841544,0.407195953,35.01132299,0.000203908,0.084745221,1.6924,0.418581656,0.000262323,0.756586764
105,0.010738411,65.80259252,5.77336E-05,0.652993611,0.424210735,34.62643212,0.000208465,0.084745221,1.6924,0.434949146,0.000266199,0.737738831
106,0.009991535,66.18748339,5.70642E-05,0.653132973,0.439727537,34.24154125,0.000213177,0.084745221,1.6924,0.449719073,0.000270241,0.737878193
107,0.009642993,66.57237425,5.64063E-05,0.59216821,0.456035725,33.85665038,0.000218051,0.084745221,1.6924,0.465678719,0.000274457,0.676913431
108,0.00984216,66.95726512,5.57597E-05,0.444612872,0.47720528,33.47175951,0.000223093,0.084745221,1.6924,0.48704744,0.000278853,0.529358092
109,0.008414798,67.34215599,5.51242E-05,0.563924448,0.491987225,33.08686864,0.000228312,0.084745221,1.6924,0.500402023,0.000283437,0.648669669
110,0.007634728,67.72704686,5.44994E-05,0.583079286,0.511347899,32.70197777,0.000233717,0.084745221,1.6924,0.518982627,0.000288217,0.667824506
111,0.007053825,68.11193773,5.38853E-05,0.571563754,0.531132529,32.3170869,0.000239316,0.084745221,1.6924,0.538186354,0.000293201,0.656308974
112,0.007651325,68.4968286,5.32814E-05,0.355978596,0.553432633,31.93219603,0.000245118,0.084745221,1.6924,0.561083959,0.0002984,0.440723816
113,0.006389935,68.88171947,5.26877E-05,0.467044465,0.574884825,31.54730517,0.000251135,0.084745221,1.6924,0.581274761,0.000303822,0.551789686
114,0.005493685,69.26661034,5.21038E-05,0.521610842,0.596421808,31.1624143,0.000257375,0.084745221,1.6924,0.601915493,0.000309479,0.606356063
115,0.005244726,69.65150121,5.15296E-05,0.459150135,0.618269693,30.77752343,0.000263851,0.084745221,1.6924,0.623514419,0.00031538,0.543895355
116,0.005593268,70.03639208,5.09648E-05,0.286439706,0.643254854,30.39263256,0.000270574,0.084745221,1.6924,0.648848122,0.000321539,0.371184927
117,0.004531045,70.42128295,5.04093E-05,0.380185622,0.668155225,30.00774169,0.000277557,0.084745221,1.6924,0.67268627,0.000327967,0.464930843
118,0.004348476,70.80617382,4.98627E-05,0.309575773,0.691755462,29.62285082,0.000284815,0.084745221,1.6924,0.696103938,0.000334678,0.394320993
119,0.0036016,71.19106468,4.93251E-05,0.351947327,0.718464713,29.23795995,0.000292361,0.084745221,1.6924,0.722066313,0.000341686,0.436692548
120,0.003502017,71.57595555,4.8796E-05,0.26774171,0.746982844,28.85306908,0.00030021,0.084745221,1.6924,0.75048486,0.000349006,0.35248693
121,0.003170072,71.96084642,4.82755E-05,0.231743253,0.776377152,28.46817821,0.00030838,0.084745221,1.6924,0.779547223,0.000356656,0.316488474
122,0.002937711,72.34573729,4.77632E-05,0.177096439,0.805771459,28.08328734,0.000316888,0.084745221,1.6924,0.80870917,0.000364652,0.261841659
123,0.002489585,72.73062816,4.7259E-05,0.168730945,0.83917922,27.69839647,0.000325754,0.084745221,1.6924,0.841668806,0.000373013,0.253476166
124,0.001775904,73.11551903,4.67628E-05,0.220280855,0.871993443,27.3135056,0.000334996,0.084745221,1.6924,0.873769347,0.000381759,0.305026076
125,0.001975071,73.5004099,4.62744E-05,0.07778786,0.900992058,26.92861474,0.000344637,0.084745221,1.6924,0.902967129,0.000390912,0.162533081
126,0.001327779,73.88530077,4.57935E-05,0.119680321,0.933325796,26.54372387,0.000354701,0.084745221,1.6924,0.934653575,0.000400494,0.204425542
127,0.001145209,74.27019164,4.53201E-05,0.062235247,0.971623188,26.158833,0.000365212,0.084745221,1.6924,0.972768397,0.000410532,0.146980468
128,0,74.65508251,4.48541E-05,0.228168119,1,25.77394213,0.000376197,0.084745221,1.6924,1,0.000421051,0.312913339
1,1,27.61921006,0.000327624,0.137762483,0.000113055,79.99996259,3.9061E-05,1,1.5758,1.000113055,0.000366685,1.137762483
2,0.962623027,28.03165693,0.000318057,0.137762483,0.001102287,79.58751572,3.94669E-05,0.734068118,1.5758,0.963725314,0.000357523,0.871830601
3,0.929163001,28.4441038,0.000308902,0.137762483,0,79.17506885,3.98791E-05,0.808972619,1.5758,0.929163001,0.000348782,0.946735102
4,0.894590961,28.85655067,0.000300138,0.137762483,0.001837144,78.76262198,4.02979E-05,0.658286193,1.5758,0.896428105,0.000340436,0.796048676
5,0.859471212,29.26899754,0.000291741,0.137762483,0.000819649,78.35017511,4.07232E-05,0.71374851,1.5758,0.860290861,0.000332464,0.851510993
6,0.828533966,29.68144441,0.000283692,0.137762483,0.002430683,77.93772824,4.11554E-05,0.793345243,1.5758,0.830964649,0.000324847,0.931107726
7,0.796916234,30.09389128,0.000275971,0.137762483,0.001667562,77.52528137,4.15944E-05,0.680111257,1.5758,0.798583795,0.000317565,0.81787374
8,0.768103434,30.50633815,0.000268561,0.137762483,0.002798112,77.1128345,4.20406E-05,0.782183736,1.5758,0.770901546,0.000310602,0.919946219
9,0.737564522,30.91878503,0.000261446,0.140172821,0.00180888,76.70038763,4.24939E-05,0.709753279,1.5758,0.739373402,0.00030394,0.8499261
10,0.71104214,31.3312319,0.000254609,0.131177937,0.003674288,76.28794076,4.29546E-05,0.650916869,1.5758,0.714716429,0.000297564,0.782094806
11,0.683274966,31.74367877,0.000248038,0.112375236,0.004069981,75.87549388,4.34228E-05,0.741628493,1.5758,0.687344947,0.000291461,0.854003729
12,0.65552439,32.15612564,0.000241717,0.120318977,0.005398378,75.46304701,4.38988E-05,0.747880714,1.5758,0.660922767,0.000285616,0.868199691
13,0.628321522,32.56857251,0.000235635,0.135697559,0.003250332,75.05060014,4.43826E-05,0.785920671,1.5758,0.631571854,0.000280018,0.921618231
14,0.604985809,32.98101938,0.00022978,0.133835164,0.004776575,74.63815327,4.48744E-05,0.679290045,1.5758,0.609762384,0.000274654,0.81312521
15,0.583326418,33.39346625,0.00022414,0.136421095,0.006641983,74.2257064,4.53745E-05,0.621949263,1.5758,0.589968401,0.000269515,0.758370358
16,0.55750112,33.80591312,0.000218705,0.155371125,0.006528928,73.81325953,4.58829E-05,0.578882314,1.5758,0.564030048,0.000264588,0.734253439
17,0.536024298,34.21835999,0.000213466,0.13616877,0.006331082,73.40081266,4.64E-05,0.617122582,1.5758,0.54235538,0.000259866,0.753291352
18,0.516788103,34.63080686,0.000208413,0.160777755,0.006952884,72.98836579,4.69259E-05,0.639273808,1.5758,0.523740987,0.000255339,0.800051563
19,0.496174337,35.04325373,0.000203537,0.169447264,0.007829061,72.57591892,4.74607E-05,0.415729173,1.5758,0.504003398,0.000250997,0.585176437
20,0.477884184,35.4557006,0.00019883,0.194878711,0.008394336,72.16347205,4.80048E-05,0.578918078,1.5758,0.48627852,0.000246835,0.773796788
21,0.461386533,35.86814747,0.000194284,0.180753426,0.008931347,71.75102518,4.85582E-05,0.662465214,1.5758,0.47031788,0.000242843,0.84321864
22,0.442349505,36.28059434,0.000189893,0.21944421,0.010514118,71.33857831,4.91213E-05,0.528017429,1.5758,0.452863622,0.000239014,0.747461639
23,0.423959768,36.69304121,0.000185649,0.239923242,0.010061898,70.92613144,4.96942E-05,0.534669651,1.5758,0.434021666,0.000235343,0.774592894
24,0.408540937,37.10548808,0.000181545,0.250308496,0.010485854,70.51368457,5.02772E-05,0.634158947,1.5758,0.419026791,0.000231822,0.884467443
25,0.392176063,37.51793495,0.000177576,0.275341532,0.012238207,70.1012377,5.08706E-05,0.410373064,1.5758,0.40441427,0.000228447,0.685714595
26,0.377919039,37.93038182,0.000173736,0.30401606,0.012322998,69.68879083,5.14745E-05,0.467702337,1.5758,0.390242037,0.000225211,0.771718397
27,0.363313472,38.34282869,0.000170019,0.300903238,0.01308612,69.27634396,5.20892E-05,0.40916111,1.5758,0.376399592,0.000222108,0.710064348
28,0.348209988,38.75527556,0.00016642,0.353306698,0.014160142,68.86389709,5.2715E-05,0.48166173,1.5758,0.362370131,0.000219135,0.834968429
29,0.336293174,39.16772243,0.000162934,0.335298127,0.015827704,68.45145022,5.33521E-05,0.469440294,1.5758,0.352120878,0.000216286,0.804738421
30,0.322002954,39.5801693,0.000159557,0.366297261,0.016082078,68.03900335,5.40009E-05,0.350855656,1.5758,0.338085032,0.000213558,0.717152917
31,0.30834343,39.99261617,0.000156283,0.423439235,0.015629858,67.62655648,5.46615E-05,0.287304037,1.5758,0.323973288,0.000210945,0.710743272
32,0.29735606,40.40506304,0.000153109,0.44668096,0.017834431,67.21410961,5.53344E-05,0.324665961,1.5758,0.315190491,0.000208444,0.77134692
33,0.286053344,40.81750991,0.000150031,0.497886382,0.018795399,66.80166274,5.60197E-05,0.393435633,1.5758,0.304848742,0.000206051,0.891322015
34,0.273920765,41.22995678,0.000147045,0.510231489,0.019191091,66.38921587,5.67179E-05,0.295862843,1.5758,0.293111856,0.000203763,0.806094332
35,0.264742494,41.64240365,0.000144147,0.511196644,0.021084763,65.976769,5.74292E-05,0.217891795,1.5758,0.285827257,0.000201576,0.729088439
36,0.252609915,42.05485052,0.000141334,0.549458537,0.021904412,65.56432213,5.8154E-05,0.257156362,1.5758,0.274514327,0.000199488,0.806614899
37,0.245074771,42.46729739,0.000138602,0.568098352,0.023119754,65.15187526,5.88926E-05,0.271051746,1.5758,0.268194524,0.000197495,0.839150098
38,0.234103998,42.87974426,0.000135949,0.591340803,0.025041689,64.73942839,5.96453E-05,0.32322601,1.5758,0.259145687,0.000195595,0.914566813
39,0.230535593,43.29219113,0.000133371,0.527287025,0.026483141,64.32698152,6.04126E-05,0.090103989,1.5758,0.257018733,0.000193784,0.617391014
40,0.215083567,43.704638,0.000130866,0.693568454,0.026991888,63.91453465,6.11948E-05,0.260420128,1.5758,0.242075455,0.000192061,0.953988583
41,0.207100297,44.11708487,0.000128431,0.689805539,0.027698482,63.50208778,6.19922E-05,0.239084905,1.5758,0.234798779,0.000190423,0.928890444
42,0.197739457,44.52953174,0.000126063,0.721162704,0.030355275,63.08964091,6.28053E-05,0.154496782,1.5758,0.228094732,0.000188869,0.875659486
43,0.189042506,44.94197861,0.00012376,0.763374053,0.031061869,62.67719404,6.36346E-05,0.221692525,1.5758,0.220104375,0.000187395,0.985066578
44,0.182387014,45.35442548,0.00012152,0.75429189,0.033718663,62.26474717,6.44804E-05,0.202188915,1.5758,0.216105677,0.000186,0.956480804
45,0.17485187,45.76687235,0.00011934,0.79703976,0.034368729,61.8523003,6.53431E-05,0.174128428,1.5758,0.209220599,0.000184683,0.971168189
46,0.168744087,46.17931923,0.000117218,0.831895451,0.038495238,61.43985343,6.62233E-05,0.202128238,1.5758,0.207239325,0.000183441,1.034023689
47,0.161673665,46.5917661,0.000115152,0.807659592,0.038043017,61.02740656,6.71214E-05,0.178199976,1.5758,0.199716683,0.000182273,0.985859568
48,0.153706992,47.00421297,0.00011314,0.860237849,0.040417173,60.61495968,6.80379E-05,0.10678735,1.5758,0.194124165,0.000181178,0.967025199
49,0.148694627,47.41665984,0.000111181,0.862328668,0.041943416,60.20251281,6.89733E-05,0.15338833,1.5758,0.190638043,0.000180154,1.015716998
50,0.143001776,47.82910671,0.000109272,0.895775045,0.047370057,59.79006594,6.99281E-05,0.12751289,1.5758,0.190371833,0.0001792,1.023287934
51,0.138703092,48.24155358,0.000107412,0.930049885,0.048726718,59.37761907,7.09028E-05,0.075656055,1.5758,0.18742981,0.000178314,1.005705939
52,0.131566281,48.65400045,0.000105598,0.925376497,0.0488963,58.9651722,7.18981E-05,0.10197667,1.5758,0.180462581,0.000177496,1.027353167
53,0.12598961,49.06644732,0.000103831,0.925826887,0.051863995,58.55272533,7.29145E-05,0.134957213,1.5758,0.177853605,0.000176745,1.0607841
54,0.120811273,49.47889419,0.000102107,0.939092151,0.053616348,58.14027846,7.39526E-05,0.088470015,1.5758,0.174427621,0.00017606,1.027562166
55,0.116844534,49.89134106,0.000100426,0.945256049,0.055396964,57.72783159,7.50131E-05,0.088943736,1.5758,0.172241498,0.000175439,1.034199785
56,0.110371612,50.30378793,9.87861E-05,0.933708358,0.058421187,57.31538472,7.60965E-05,0.068684257,1.5758,0.168792799,0.000174883,1.002392616
57,0.107433902,50.7162348,9.7186E-05,0.933445266,0.063028179,56.90293785,7.72035E-05,0.070818942,1.5758,0.17046208,0.00017439,1.004264208
